gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,0,0.32033821111309646,-0.9128684318349789
1,0,1,0,0.025607055362205634,1,2,0,2,2,2,0,2,0,0,1,0,0.2654989101076142,0.07247734882903964
0,0,1,1,1.247217966963116,1,2,1,2,2,2,0,2,0,0,1,2,1.1894580421999785,1.7361272791335034
0,1,0,0,-1.2367242199587352,0,1,0,0,0,0,0,0,0,0,0,2,-1.343120586053193,-0.9896729928308816
1,0,1,1,0.3920903288424788,0,1,0,2,0,2,2,2,0,2,0,1,-0.5521052139741185,-0.11082482706891356
1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,2,0,1,2,0.682609957149311,-0.8912333442304994
1,1,0,0,0.22920887396235737,1,0,0,0,2,2,2,2,0,1,1,1,0.179085466098976,0.09450981559360157
1,0,1,0,-1.1552834925186746,1,0,0,0,0,0,2,0,0,0,0,3,-0.4889569279678058,-0.9289622878183114
0,0,1,0,0.8400143297628127,1,2,1,0,2,0,0,2,2,0,1,1,1.1180007711928355,1.2655199704960627
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,0,-0.6601220189849164,-0.9591189507445552
0,0,1,0,-0.3408762181180675,1,2,1,0,0,2,0,0,0,0,1,3,0.4948268961305394,-0.1565675837183847
0,0,0,0,-0.30015585439803716,1,2,1,0,0,0,0,2,0,0,1,3,0.6593447991469852,-0.08620939576381675
0,0,1,0,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,1,-1.505976692069473,-0.4669869376026579
1,0,0,0,-1.1960038562387048,0,1,0,0,0,0,0,0,0,0,0,2,-1.3181936310507012,-0.9729168382474122
0,0,0,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,0,1,-1.5093002860698053,-0.742525231879709
1,0,1,1,-0.62591876415828,1,2,0,2,0,0,2,0,0,1,1,3,-0.08846385092776998,-0.5239446172144512
0,0,1,0,1.4915401492832983,1,2,1,2,2,2,2,2,2,2,1,2,1.7029533152513108,2.6048422763133736
0,0,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.4998122871310375,-0.5660888848031773
0,0,1,0,-0.748079855318371,1,2,0,2,0,0,0,2,0,0,1,0,-0.0020504069191315333,-0.5926691352886808
0,0,1,1,1.2064976032430856,1,0,0,2,0,2,2,2,0,1,1,0,0.19902703010096928,0.8743001873950594
0,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.15415851109648415,-0.977508775208363
0,0,1,1,-0.015113308357824713,1,0,0,2,2,0,2,0,0,0,0,0,-0.11172900893009581,-0.18484773394424014
0,0,1,1,-1.1552834925186746,1,0,1,0,0,0,0,0,2,0,0,2,0.534710024134526,-0.87447718964703
1,0,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,-0.5625345489824414
1,0,1,0,-0.9516816739185228,0,1,0,0,0,0,0,0,0,1,0,0,-1.3514295710540236,-0.8934410062309566
1,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,1,2,-0.4756625519664766,-0.9858758141900955
1,0,0,0,-1.2367242199587352,0,1,0,0,0,2,0,2,2,0,1,2,-0.5155456799704636,-0.9682586714264477
1,1,0,0,1.4508197855632678,1,2,1,0,2,2,0,0,2,0,1,2,1.0349109211845293,1.8632223804998187
1,0,0,1,0.6771328748826912,1,2,1,0,0,0,0,0,0,0,0,1,0.3469269631157543,0.6159375034815648
1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,2,0.3236618051134285,-0.9121399033748283
0,0,0,0,-0.7073594915983407,1,0,0,0,0,0,0,2,0,1,0,3,-0.28621769394753876,-0.5966870801295127
0,0,1,0,0.9621754209229036,1,2,2,1,1,1,1,1,1,1,0,2,-1.3447823830533592,-0.4510696945793622
0,0,1,0,0.6364125111626608,1,2,1,0,2,0,2,2,2,0,1,1,1.3406815692150957,1.2364009087100336
0,0,1,0,-0.46303730927815856,1,2,1,0,0,0,0,2,2,0,1,2,0.9817334171792131,-0.14789147205658834
0,0,0,1,-0.055833672077855064,1,0,2,1,1,1,1,1,1,1,0,1,-1.4843733310673135,-0.747978157020838
0,0,1,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,1,1,1,-1.479387940066815,-0.6484126008002227
0,0,1,0,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,1,0,-0.4806479429669752,-0.8513629685022441
1,0,1,1,-0.015113308357824713,1,0,1,2,2,0,0,0,2,1,1,2,0.8654076271675846,0.3269766242417345
0,0,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993295040688086,-0.6951929585899087
1,0,1,0,1.5729808767233588,1,0,0,0,2,2,2,2,2,2,1,1,0.47654712912871167,1.4489104528740344
1,0,1,0,-1.1552834925186746,1,2,1,0,0,0,0,0,0,0,1,2,0.32864719611392706,-0.8750732583871533
0,1,0,0,-0.2594354906780068,1,2,1,2,2,0,0,0,2,0,1,2,1.0049985751815391,0.09444358573358781
1,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,0,2,2,0,1,0.5197538511330312,1.5205711614088717
1,0,1,0,1.2064976032430856,1,2,1,2,2,0,0,0,2,1,0,2,1.0415581091851935,1.6416834987539484
1,0,0,0,-0.62591876415828,0,1,0,0,0,0,0,0,0,0,1,3,-1.2999138640488739,-0.8137885612544642
0,0,0,0,-0.9109613101984924,0,1,0,0,0,0,2,0,0,2,1,3,-1.16863190103575,-0.8761108595273682
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.5259182560714666,-0.9998282380329844
1,1,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,2,0,1,2,0.4815325201292102,-0.6577730876821608
0,0,1,1,0.43281069256250915,1,0,0,0,0,0,0,2,0,0,0,2,-0.28621769394753876,0.09537080377377996
1,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.9292051306383615
0,0,1,0,1.5729808767233588,1,2,1,0,2,2,0,2,2,2,1,0,1.3423433662152622,2.327626158915975
1,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,1,3,-1.4893587220678117,-0.9430250947612231
1,0,1,0,-0.7888002190384014,1,2,0,0,0,2,0,2,2,1,1,3,0.3502505571160864,-0.5712768905042515
1,0,1,0,1.1657772395230555,1,2,0,2,0,2,2,0,2,2,0,1,0.35191235411625243,1.0799880559776478
0,0,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22288575021211607
1,0,1,1,1.4100994218432374,1,2,2,1,1,1,1,1,1,2,0,0,-1.3331498040521963,-0.2926699460465651
0,0,0,0,-1.1960038562387048,1,0,1,0,0,0,0,2,0,0,1,2,0.48651791112970877,-0.9001302220923415
0,0,1,1,-1.1960038562387048,1,0,0,0,2,0,0,2,0,0,1,1,-0.2014660469390663,-0.9337087611192941
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.3215172250510334,-0.19166940952565262
1,1,1,1,0.5956921474426305,1,0,1,0,2,0,0,2,0,1,1,0,0.6709773781481484,0.7659481364126249
1,0,1,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,1,1,1,-1.461108173064988,-0.8007854320717719
1,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9735791368475493
1,0,1,0,-0.9109613101984924,1,0,1,0,2,0,2,2,2,0,1,2,1.1661928841976528,-0.5706366685241189
0,1,1,0,-0.2594354906780068,1,0,1,0,0,2,0,2,0,0,1,1,0.6959043331506402,-0.09550365278574123
1,0,0,0,-0.4223169455581282,1,2,1,0,2,0,0,2,2,0,1,2,1.1927816362003112,0.05856907822615989
0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4876969250676457,-0.9599357856847245
0,0,1,0,-0.9516816739185228,1,0,0,0,2,0,0,0,0,0,0,3,-0.4623681759651477,-0.8021321058920508
0,0,0,0,-1.1145631287986442,0,1,0,0,0,2,0,0,2,0,0,2,-0.8395960950028577,-0.9150981704554407
1,1,1,0,-0.5444780367182193,1,0,0,2,0,2,0,2,0,0,0,0,0.05445069108651675,-0.4403183806371362
1,0,0,0,-0.5037576729981889,1,2,1,0,0,2,0,2,0,0,1,1,0.8620840331672525,-0.22162738287185557
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,0,3,-0.6717545979860794,-0.9106828464545265
1,0,1,1,-1.2367242199587352,1,0,1,0,0,0,0,2,2,0,1,0,0.8238627021634315,-0.9262247869377445
1,1,1,0,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,1,3,0.4948268961305394,0.036139232301515854
1,0,0,0,0.7992939660427822,1,2,0,2,2,2,2,2,2,2,1,3,0.8138919201624348,1.0460342144106174
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.51594747407047,-0.9996957783129569
1,0,0,0,-0.5037576729981889,1,0,0,0,2,0,0,0,0,0,1,3,-0.4307940329619915,-0.5560881759411067
0,0,1,1,-0.015113308357824713,1,0,1,0,2,0,0,2,0,0,1,2,0.7091987091519689,0.19447275097429922
0,0,1,1,0.26992923768238775,1,0,1,0,0,2,2,0,0,0,1,0,0.5563133851366857,0.3638225030293637
0,0,1,0,1.5729808767233588,1,0,0,2,2,2,2,2,2,1,1,0,0.6659919871476498,1.6613979204180305
1,0,1,0,-0.9924020376385531,1,0,1,2,0,0,0,0,0,0,0,2,0.3402797751150897,-0.7286831911368429
0,0,1,0,0.758573602322752,1,0,0,2,2,0,2,0,0,1,1,0,-0.14164135493308597,0.3805345043728239
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6335332669822583,-0.9879730930905297
0,0,1,1,0.9621754209229036,1,2,2,1,1,1,1,1,1,2,1,1,-1.3231790220511994,-0.35958418128041986
0,0,0,0,0.47353105628253944,1,2,0,0,0,0,0,0,0,0,1,3,-0.4856333339674735,-0.06366916673914985
0,1,0,0,1.2879383306831464,1,2,1,2,0,2,2,2,2,0,1,0,1.4686399382278874,2.1317182329954116
1,0,1,1,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,3,-1.4943441130683104,-0.3916615101470616
0,0,0,0,1.2064976032430856,1,0,2,1,1,1,1,1,1,2,1,1,-1.5142856770703037,-0.5120232424119828
1,0,0,1,1.369379058123207,1,2,0,2,2,0,2,0,0,2,0,0,0.03118553308419093,0.9252751029856139
0,0,1,0,-0.6666391278783103,1,2,1,0,0,0,0,2,0,0,1,2,0.6709773781481484,-0.39960909334870715
1,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,1,1,-1.4677553610656522,-0.8623350486445159
0,0,1,0,1.5322605130033284,1,2,0,0,2,2,2,2,2,2,1,0,0.6659919871476498,1.6046389303862785
0,1,0,0,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,3,0.8338334841644282,1.7706109595806432
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.179085466098976,-0.9534894126433896
0,0,0,0,-0.7888002190384014,1,0,1,0,0,0,0,2,0,0,1,3,0.5696077611380149,-0.5538584373206449
1,0,0,1,-0.5851984004382496,1,2,1,0,0,2,0,0,0,0,1,1,0.5247392421335293,-0.3870695731861108
0,0,1,0,1.1657772395230555,1,2,1,0,0,0,2,2,2,1,0,0,1.2093996062019723,1.810547565168912
0,0,1,0,-1.1960038562387048,1,2,1,0,0,0,0,2,2,0,1,2,1.0116457631822036,-0.8788483604079351
0,0,1,0,0.06632741908223598,1,2,1,0,0,0,0,2,2,0,1,2,1.0930738161903437,0.40808612613852857
1,0,0,0,-0.46303730927815856,1,2,1,0,0,0,0,0,0,0,0,3,0.3502505571160864,-0.31463618295111323
0,0,0,0,0.880734693482843,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733310673135,-0.5315389744960236
0,1,0,0,0.758573602322752,1,0,2,1,1,1,1,1,1,2,0,1,-1.5009913010689746,-0.5807919137262215
0,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,1,0,0,-1.4843733310673135,-0.867478901105581
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,1,2,0.37019212111808014,-0.9746388146077687
1,0,1,0,0.6771328748826912,1,2,0,2,0,2,2,2,2,1,0,2,0.6510358141461546,0.7841834245364006
0,0,1,0,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,0,0,0.02453834508352634,1.164055824955054
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,1,2,-0.46402997296531395,-0.9857212778500634
0,0,1,1,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937610395967,-0.9482131004622972
1,0,1,0,1.5729808767233588,1,2,1,0,2,2,2,2,2,2,1,1,1.4570073592267243,2.3876304120883987
1,0,1,1,-0.7888002190384014,1,0,1,2,0,0,0,0,2,0,0,2,0.641065032145158,-0.5245406859545746
1,0,0,0,-0.055833672077855064,1,0,1,0,0,2,2,2,2,2,0,0,1.1528985081963241,0.36497048726960135
1,0,0,0,-0.6666391278783103,1,0,1,2,0,0,0,2,2,0,1,2,0.9800716201790471,-0.353248191339108
1,1,1,0,1.0436161483629645,1,2,1,2,2,2,0,2,2,1,1,2,1.465316344227555,1.7678734587000764
0,0,1,1,-0.3408762181180675,1,2,0,2,2,0,0,2,2,1,0,2,0.4532819711263863,-0.19908715384718847
1,0,1,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,2,-0.6734163949862454,-0.9683911311464751
1,0,0,0,-1.1552834925186746,0,1,0,0,0,0,2,0,2,0,1,2,-0.8213163280010305,-0.9364241853798564
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.5109620830699715,-0.999629548452943
1,1,1,0,-0.6666391278783103,1,2,1,0,0,0,0,2,0,0,1,1,0.6743009721484804,-0.3939133253875278
1,0,1,1,0.9214550572028734,1,0,2,1,1,1,1,1,1,2,0,0,-1.5093002860698053,-0.4989538833692768
1,1,1,0,0.9214550572028734,1,2,0,2,2,0,0,0,0,1,0,1,-0.1582593249347472,0.45601446816845215
1,0,1,1,-0.055833672077855064,1,2,1,2,0,2,2,0,0,0,0,2,0.8155537171626008,0.23829484168337273
0,0,0,0,-0.1779947632379461,1,0,0,2,0,0,2,0,0,1,0,3,-0.3477041829536853,-0.32540957351334393
1,1,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,0,0,1,-0.6667692069855808,-0.8860674151494298
0,0,1,1,1.2064976032430856,0,1,0,2,2,0,2,2,0,2,0,0,-0.533825446972291,0.3202211785203359
0,0,1,0,1.0843365120829946,1,0,2,1,1,1,1,1,1,1,0,3,-1.4760643460664828,-0.4487295728588777
1,0,1,1,1.002895784642934,1,0,1,0,2,2,0,2,2,1,1,1,1.0897502221900113,1.463547251937065
0,0,0,0,-0.13727439951791576,0,1,0,0,0,0,0,0,0,0,1,1,-1.3181936310507012,-0.6934047523695385
0,0,0,0,1.369379058123207,1,2,1,0,0,2,0,2,0,1,1,0,0.9102761461720702,1.6661664703390175
1,0,0,0,-0.9924020376385531,0,1,0,0,0,0,0,0,0,0,1,1,-1.3132082400502028,-0.9258936376376758
1,0,0,0,-0.62591876415828,1,2,0,2,0,0,0,0,2,0,0,0,0.03284733008435696,-0.517520320793121
0,0,0,0,1.125056875803025,1,0,1,0,2,2,0,2,2,2,1,2,1.1595456961969886,1.6150149417884267
0,0,0,0,0.14776814652229667,1,0,0,2,2,2,2,2,0,1,1,3,0.3851482941195749,0.14263684720356642
1,0,1,1,-0.4223169455581282,1,2,1,0,0,2,0,2,0,0,1,2,0.7972739501607736,-0.17579631974236604
1,0,1,1,-1.318164947398796,1,2,2,1,1,1,1,1,1,2,0,3,-1.2965902700485417,0.0
0,0,0,0,-0.9109613101984924,0,1,0,0,2,0,2,0,0,0,0,2,-0.9476129000136557,-0.8430180061405163
0,1,0,0,-1.1145631287986442,1,2,1,0,0,0,0,2,0,0,1,1,0.611152686142168,-0.8112055967139294
0,0,1,1,-1.0331224013585834,0,1,0,0,0,0,0,0,0,0,1,2,-1.33148800705203,-0.9423407195410812
0,1,0,0,-0.748079855318371,1,2,1,0,2,0,0,0,0,0,1,2,0.47156173812821356,-0.5216486487339759
1,1,1,0,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,0,-0.055227910924447524,1.0606710134736481
1,0,1,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,0,1,0,-0.6784017859867437,-0.669032163884492
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,2,0,0,1,2,-0.9409657120129912,-0.9920572677913754
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8089065291619363,-0.9688105869265621
0,0,1,1,1.6137012404433893,1,0,1,2,2,2,2,2,2,2,1,1,1.4869197052297147,2.460041725703392
1,1,0,0,-0.5851984004382496,1,2,1,0,2,0,0,0,0,0,1,1,0.5247392421335293,-0.38486191118565366
0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9535556425034034
0,0,1,1,-0.38159658183809786,1,0,1,0,2,2,2,0,0,0,0,2,0.6327560471443273,-0.16912918050098563
1,0,0,0,-0.2594354906780068,1,2,1,0,0,2,0,2,2,0,1,2,1.116338974192669,0.10243532217524269
0,0,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.6283492202711876
0,0,1,1,1.369379058123207,1,2,1,0,2,2,0,2,2,1,1,1,1.2526063282062914,1.912651932690053
1,0,1,1,-1.0331224013585834,0,1,0,2,0,0,2,0,0,0,1,2,-1.0057757950194701,-0.8848532010491784
1,0,0,0,0.26992923768238775,1,0,0,0,0,0,2,0,0,2,1,0,-0.4972659129686364,-0.13782453333450387
1,0,0,0,-0.46303730927815856,1,0,0,2,0,2,0,2,0,0,0,0,0.019552954083027783,-0.37923237308448804
0,0,0,0,-0.5444780367182193,0,1,0,0,2,0,0,0,2,0,1,2,-0.8329489070021932,-0.6946410430897945
0,0,1,1,1.247217966963116,1,0,0,2,2,2,2,0,0,2,0,3,-0.04027173792295256,0.7642482366722728
0,0,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,1,0,1,1.6879971422498155,2.5804476112083226
1,1,0,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.1396041321949948,0.4912046004557385
1,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,-0.9770451661882671
0,0,1,0,-0.9516816739185228,1,0,1,0,0,2,0,0,0,0,1,0,0.3652067301175816,-0.7185500225547448
1,0,0,0,-0.4223169455581282,1,2,1,0,2,0,0,0,0,0,1,3,0.46823814412788106,-0.3015889005284118
0,1,1,0,0.06632741908223598,1,2,1,0,2,2,0,0,2,0,1,2,0.9800716201790471,0.4125014501394428
1,0,1,0,0.880734693482843,1,2,1,2,2,2,0,2,2,0,0,2,1.4885815022298807,1.6935635557646904
1,0,0,1,-0.46303730927815856,1,0,0,0,0,0,0,0,0,0,0,3,-0.6351950639824246,-0.5732196330646537
0,0,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,-0.5985635928299012
1,1,1,0,1.0843365120829946,1,0,1,2,2,2,0,0,0,1,1,1,0.6045054981415035,1.156748463733541
1,0,0,1,0.26992923768238775,0,1,0,2,0,0,2,2,0,1,0,0,-0.6551366279844181,-0.21754320817100992
1,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,0,1,-1.4876969250676457,-0.9204186358765424
1,0,1,1,-0.5851984004382496,0,1,0,0,2,2,0,2,0,1,0,1,-0.6102681089799328,-0.6494502019404375
0,0,0,0,-0.62591876415828,1,2,2,1,1,1,1,1,1,0,0,3,-1.328164413051698,-0.7983128506312599
0,1,1,1,0.5956921474426305,1,0,1,0,0,0,0,0,0,0,0,0,0.19237984210030468,0.45298997122782597
1,0,0,0,-0.5037576729981889,1,0,1,2,2,2,2,2,2,0,1,0,1.4437129832253957,-0.035146173693244125
1,0,0,0,-1.2774445836787656,1,0,1,0,2,0,0,0,0,0,1,2,0.31867641411292996,-0.9753231898279106
1,0,0,0,-0.9516816739185228,1,0,0,0,0,0,0,0,0,0,1,3,-0.6767399889865777,-0.8544316186828794
1,0,0,0,-0.13727439951791576,1,0,1,0,0,2,2,2,2,0,1,1,1.1312951471941644,0.2312744765219191
0,0,1,1,-0.46303730927815856,1,0,0,0,0,0,0,0,0,0,1,2,-0.6584602219847502,-0.5991817381900293
0,1,0,0,0.35136996512244845,1,0,1,0,0,2,2,2,2,1,1,0,1.2077378092018058,0.7651313014724557
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,0,-0.6036209209792681,-0.9693404258066717
1,0,1,0,1.4100994218432374,1,2,0,2,2,2,2,0,0,2,0,1,0.20401242110146783,1.0569400646928757
0,0,1,1,0.10704778280226633,0,1,0,2,0,0,2,2,0,2,1,1,-0.6119299059800988,-0.274302198202762
1,0,0,1,-0.055833672077855064,1,2,0,0,2,0,2,2,2,1,1,3,0.4881797081298748,0.1344022679418614
0,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.33148800705203,-0.20873463678918605
0,0,0,0,-1.1145631287986442,1,2,1,0,0,0,0,2,2,0,1,3,0.9684390411778845,-0.7931910747901995
1,0,0,0,0.06632741908223598,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,0.5589577472497669
0,0,0,0,0.14776814652229667,1,0,0,2,2,2,2,2,2,1,0,0,0.7008897241511383,0.3180135165198788
0,0,1,0,-1.0331224013585834,1,0,0,2,0,2,2,2,2,0,0,0,0.5480044001358552,-0.7520181784816745
0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,1,3,-1.4710789550659844,-0.9620992944451723
1,1,1,0,1.0843365120829946,0,1,0,2,0,2,2,2,2,2,1,1,-0.023653767921291324,0.7080190855206304
0,0,1,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,3,-1.5009913010689746,-0.8693112605659603
0,0,0,0,0.26992923768238775,1,0,2,1,1,1,1,1,1,2,0,1,-1.46443176706532,-0.6715047453250039
1,0,1,1,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,2,0.8504514541660894,1.7846516899035505
1,0,0,0,0.025607055362205634,0,1,0,0,2,0,0,2,0,1,1,2,-0.8528904710041867,-0.430185212055038
1,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,2,0,1,2,1.0083221691818711,-0.05329315533700147
0,0,1,0,0.26992923768238775,1,0,1,2,0,2,2,2,2,1,1,1,1.327387193213767,0.817519120743303
0,1,1,0,-0.7073594915983407,1,0,1,0,2,0,0,2,2,0,1,2,0.9933659961803764,-0.44075991303722756
1,0,1,1,-0.7888002190384014,1,0,0,0,2,2,2,0,0,0,0,0,-0.09843463292876686,-0.6769576704661331
0,0,1,1,1.3286586944031769,1,2,0,2,2,2,2,2,2,2,0,0,0.8903345821700764,1.6251260337505202
1,0,0,1,0.26992923768238775,1,2,2,1,1,1,1,1,1,2,0,3,-1.3215172250510334,-0.5646980577428894
1,0,1,0,1.5322605130033284,1,0,0,2,2,2,2,0,0,2,0,1,0.006258578081699082,0.9890103049388106
0,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,-0.9048766953933243
1,0,0,0,-1.2774445836787656,1,2,1,2,0,0,0,0,0,0,1,2,0.5629605731373504,-0.9720779266872386
0,0,0,1,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.4499583771260538,-0.6066877889915834
0,0,0,0,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,1,3,-1.5126238800701375,-0.825996932116992
1,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,-0.956668445924048
1,1,0,0,0.3920903288424788,1,2,1,0,2,0,0,0,0,0,1,0,0.48485611412954227,0.46837737537101193
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.4948268961305394,-0.9729830681074259
0,0,0,0,0.47353105628253944,0,1,0,0,0,2,0,2,2,1,1,2,-0.5221928679711283,-0.00808023756763996
1,0,1,1,0.6364125111626608,1,2,1,2,2,2,2,2,2,2,0,1,1.5633623672373562,1.3953967259829538
0,0,1,1,-0.5851984004382496,1,2,2,1,1,1,1,1,1,2,0,3,-1.3181936310507012,-0.8189765669555384
0,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,0,2,-0.5072366949696331,-0.9862952699701822
1,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,1,-1.4860351280674797,-0.8902619729502983
1,0,1,1,-0.7073594915983407,0,1,0,2,0,0,0,0,0,0,1,0,-1.1486903370337564,-0.8007854320717719
0,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.13920233809498894,-0.9777074647884042
1,0,0,1,0.26992923768238775,1,2,2,1,1,1,1,1,1,1,0,0,-1.3065610520495383,-0.5849643949070855
0,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.4876969250676457,-0.980908574689067
0,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,0,2,-0.4922805219681379,-0.9860965803901413
1,0,1,1,-0.0965540357978854,1,2,1,0,0,0,0,2,0,0,0,2,0.6875953481498096,0.10007312383475343
0,0,1,1,-0.5444780367182193,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.8393974404597666
1,0,0,0,-1.1552834925186746,1,2,2,1,1,1,1,1,1,0,0,3,-1.3132082400502028,-0.9631589722053918
1,0,0,1,-1.318164947398796,1,0,2,1,1,1,1,1,1,2,0,3,-1.479387940066815,0.0
0,0,1,0,1.4915401492832983,1,2,2,1,1,1,1,1,1,2,1,1,-1.3231790220511994,-0.24944392407761506
1,0,0,0,-0.46303730927815856,1,2,1,0,2,0,0,0,0,0,1,2,0.5845639341395097,-0.190057816265319
0,0,0,0,-1.0331224013585834,1,0,1,0,0,2,2,2,2,0,1,2,1.1844726511994805,-0.6924554577093419
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,2,0,1,2,0.4964886931307054,-0.9729609914874214
1,1,0,0,-0.8295205827584317,1,0,1,0,2,2,2,0,0,0,1,3,0.6327560471443273,-0.5534831347805672
0,0,1,0,0.880734693482843,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674797,-0.5214058059139255
0,0,0,0,-0.6666391278783103,1,2,1,0,0,0,0,0,0,0,1,1,0.3319707901142591,-0.5095065077314618
1,0,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733310673135,-0.7188149419947997
1,0,1,1,0.025607055362205634,1,0,0,2,0,2,0,2,2,1,0,1,0.3319707901142591,0.07506031336957461
1,0,1,1,0.5956921474426305,1,0,1,2,2,2,0,0,2,1,1,2,1.0415581091851935,0.9308163346067613
1,0,1,0,0.6364125111626608,1,2,1,2,2,2,0,2,0,2,1,0,1.068146861187852,0.9670219914142577
1,0,1,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,-0.9188511958562178
